Time (s),IPC
50.2,2.33
50.400000000000006,2.35
50.6,2.35
50.800000000000004,2.37
51.0,2.35
51.2,2.36
51.400000000000006,2.36
51.6,2.36
51.800000000000004,2.35
52.0,2.35
52.2,2.35
52.400000000000006,2.35
52.6,2.36
52.800000000000004,2.31
53.0,2.34
53.2,2.35
53.400000000000006,2.35
53.6,2.35
53.800000000000004,2.35
54.0,2.46
54.2,2.89
54.400000000000006,2.32
54.6,2.27
54.800000000000004,2.36
55.0,2.36
55.2,2.36
55.400000000000006,2.36
55.6,2.36
55.800000000000004,2.36
56.0,2.33
56.2,2.36
56.400000000000006,2.36
56.6,2.36
56.800000000000004,2.36
57.0,2.34
57.2,2.36
57.400000000000006,2.36
57.6,2.35
57.800000000000004,2.36
58.0,2.36
58.2,2.36
58.400000000000006,2.36
58.6,2.36
58.800000000000004,2.34
59.0,2.7
59.2,2.9
59.400000000000006,1.95
59.6,2.34
59.800000000000004,2.34
60.0,2.34
60.2,2.35
60.400000000000006,2.34
60.6,2.34
60.800000000000004,2.34
61.0,2.34
61.2,2.34
61.400000000000006,2.34
61.6,2.31
61.800000000000004,2.34
62.0,2.34
62.2,2.34
62.400000000000006,2.29
62.6,2.34
62.800000000000004,2.34
63.0,2.34
63.2,2.34
63.400000000000006,2.34
63.6,2.34
63.800000000000004,2.34
64.0,2.65
64.2,2.89
64.4,2.01
64.60000000000001,2.36
64.8,2.37
65.0,2.36
65.2,2.37
65.4,2.36
65.60000000000001,2.36
65.8,2.37
66.0,2.37
66.2,2.37
66.4,2.36
66.60000000000001,2.36
66.8,2.36
67.0,2.37
67.2,2.36
67.4,2.34
67.60000000000001,2.37
67.8,2.37
68.0,2.37
68.2,2.37
68.4,2.36
68.60000000000001,2.36
68.8,2.38
69.0,2.9
69.2,2.05
