time,utilization
188.90,1.09
189.18,0.98
189.47,1.09
189.75,1.03
190.04,0.99
190.32,1.09
190.61,1.10
190.89,1.08
191.17,1.04
191.45,1.07
191.73,1.05
192.02,1.07
192.30,0.97
192.58,1.04
192.86,1.05
193.14,1.04
193.42,1.10
193.70,0.99
193.98,1.20
194.27,1.12
194.56,1.01
194.84,1.06
195.12,1.08
195.41,1.12
195.70,1.03
195.98,1.12
196.27,1.09
196.55,1.07
196.83,1.01
197.12,1.06
197.40,0.99
197.68,1.00
197.97,1.12
198.25,1.07
198.54,1.02
198.82,1.04
199.10,1.06
199.39,1.04
199.67,1.03
199.95,1.08
200.24,1.04
200.52,1.10
200.81,1.05
201.08,1.03
201.37,1.01
201.65,1.08
201.93,1.09
202.21,1.08
202.49,1.01
202.78,1.11
203.06,1.02
203.34,1.06
203.63,1.01
203.91,1.11
204.19,1.07
204.48,1.11
204.76,1.05
205.04,1.07
205.33,1.01
205.61,1.08
205.89,1.12
206.17,1.09
206.46,1.11
206.74,1.02
207.03,1.09
207.31,0.98
207.60,1.03
207.88,1.08
208.17,1.06
208.45,1.06
208.73,1.06
209.02,1.03
209.30,1.11
209.58,1.05
209.86,1.17
210.14,1.03
210.43,1.08
210.71,1.05
210.99,1.10
211.27,1.09
211.55,1.10
211.83,1.00
212.13,1.01
212.41,1.02
212.70,1.09
212.98,1.05
213.26,1.11
213.54,0.99
213.82,1.16
214.11,1.03
214.39,1.07
214.67,1.07
214.96,1.08
215.24,1.09
215.53,1.03
215.82,1.11
216.10,1.08
216.38,1.02
216.67,1.09
216.95,1.14
217.24,1.08
217.52,1.06
217.81,1.08
218.09,1.02
218.37,1.07
218.65,1.06
218.94,1.08
219.21,1.07
219.50,1.08
219.78,1.01
220.07,1.08
220.35,1.04
220.63,1.11
220.91,1.17
221.20,1.10
221.48,1.02
221.77,1.07
222.05,1.06
222.33,1.07
222.61,1.11
222.90,1.06
223.18,1.03
223.45,1.09
223.74,1.08
224.02,1.11
224.30,1.07
224.58,1.08
224.87,1.08
225.15,1.10
225.44,1.06
225.72,1.05
226.00,1.11
226.29,1.00
226.57,1.08
226.86,1.08
227.14,1.08
227.46,1.02
227.74,1.05
228.02,1.10
228.31,1.06
228.59,1.04
228.88,1.04
229.16,1.07
229.44,1.02
229.73,1.06
230.01,1.10
230.29,1.08
230.57,1.06
230.86,1.08
231.14,1.04
231.42,1.10
231.70,1.07
231.99,1.04
232.26,1.10
232.57,0.99
232.85,1.09
233.13,1.08
233.41,1.01
233.70,1.09
233.98,1.14
234.26,1.11
234.55,1.07
234.83,1.01
235.11,1.06
235.40,1.18
235.68,1.04
235.96,1.06
236.24,1.05
236.53,1.01
236.81,1.06
237.10,1.05
237.38,1.06
237.66,1.01
237.95,1.08
238.23,1.09
238.50,1.09
238.79,1.03
239.07,1.04
239.36,1.03
239.65,1.13
239.93,1.12
240.21,1.08
240.49,1.10
240.77,1.01
241.05,1.02
241.33,1.03
241.61,1.03
241.90,1.08
242.18,1.03
242.46,1.08
242.74,1.07
243.03,1.11
243.32,1.06
243.60,1.13
243.89,1.06
244.17,1.06
244.45,1.00
244.73,1.07
245.02,1.04
245.30,1.10
245.59,1.02
245.87,1.11
246.15,0.95
